Solute,Solvent,Temperature,LogS
Brc1sc(Br)c(Br)c1Br,CCO,298,-0.16562464656864467
Brc1sc(Br)c(Br)c1Br,CCO,302,-0.10968048729248595
Brc1sc(Br)c(Br)c1Br,CCO,306,-0.05896511646423055
Brc1sc(Br)c(Br)c1Br,CCO,310,-0.004567185115458393
Brc1sc(Br)c(Br)c1Br,CCO,314,0.04332887458483002
Brc1sc(Br)c(Br)c1Br,CCO,318,0.09394062968420046
Brc1sc(Br)c(Br)c1Br,CCO,322,0.13804830371019022
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,278,-1.7948880551341542
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,282,-1.7702092515460741
=======
Brc1cn[nH]c1,O,311,-0.3301717852338965
Brc1cn[nH]c1,O,313,-0.3073979733537331
Brc1cn[nH]c1,O,316,-0.2860507527345621
Brc1cn[nH]c1,O,318,-0.2654116689848523
Brc1sc(Br)c(Br)c1Br,CCO,278,-0.4615737453335825
Brc1sc(Br)c(Br)c1Br,CCO,282,-0.3977190831409074
Brc1sc(Br)c(Br)c1Br,CCO,286,-0.3390687884997911
Brc1sc(Br)c(Br)c1Br,CCO,290,-0.2820825481047345
Brc1sc(Br)c(Br)c1Br,CCO,294,-0.2233505739914237
Brc1sc(Br)c(Br)c1Br,CCO,298,-0.1656246465686446
Brc1sc(Br)c(Br)c1Br,CCO,302,-0.1096804872924859
Brc1sc(Br)c(Br)c1Br,CCO,306,-0.0589651164642305
Brc1sc(Br)c(Br)c1Br,CCO,310,-0.0045671851154583
Brc1sc(Br)c(Br)c1Br,CCO,314,0.04332887458483
Brc1sc(Br)c(Br)c1Br,CCO,318,0.0939406296842004
Brc1sc(Br)c(Br)c1Br,CCO,322,0.1380483037101902
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,278,-1.7948880551341542
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,282,-1.770209251546074
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,286,-1.7204163710986449
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,290,-1.6438185287177522
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,294,-1.5897589185080088
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,298,-1.523764153116512
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,302,-1.479828292267355
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,306,-1.425872827495111
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,310,-1.3646361353079428
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,314,-1.324728960769504
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,318,-1.242115699424004
Brc1sc(Br)c(Br)c1Br,ClC(Cl)Cl,322,-1.1925795342936338
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,283,-2.898165574428066
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,288,-2.763907957625276
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,293,-2.566818395664493
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,298,-2.407932364794062
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,303,-2.303388160155956
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,308,-2.1941107536438365
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,313,-2.1359277907658
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,318,-2.042856293739558
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,C1CCCCC1,323,-1.9565571611950117
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,278,-1.534728560466611
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,283,-1.447986230664639
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,288,-1.3350405610704463
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,293,-1.1620161895701662
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,298,-1.0375140381567325
<<<<<<< HEAD
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,303,-0.9514372398763065
=======
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,303,-0.9514372398763064
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,308,-0.8432014852749118
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,313,-0.7573888263712892
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,318,-0.6642779688908065
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)O,323,-0.5384502725345333
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,278,-0.907857064432667
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,283,-0.8402504732583778
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,288,-0.7846435461492386
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,293,-0.7231089327645589
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,298,-0.6521684014208002
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,303,-0.5924359169330908
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,308,-0.5322128499236991
<<<<<<< HEAD
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,313,-0.46290715107287206
=======
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,313,-0.462907151072872
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,318,-0.394938992656442
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,323,-0.3112285635069282
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,278,-0.784309135768385
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,283,-0.715927239280253
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,288,-0.654598300822738
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,293,-0.6014867937802344
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,298,-0.5173846440389969
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,303,-0.450442350621491
<<<<<<< HEAD
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,308,-0.38591094561642303
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,313,-0.31480036204305495
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,318,-0.24851632931391318
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,323,-0.17179380289615387
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,278,-1.7666642047953622
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,283,-1.6452274299890488
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,288,-1.549890577495274
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,293,-1.4605778070546043
=======
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,308,-0.385910945616423
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,313,-0.3148003620430549
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,318,-0.2485163293139131
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,323,-0.1717938028961538
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,278,-1.7666642047953622
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,283,-1.6452274299890488
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,288,-1.549890577495274
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,293,-1.4605778070546045
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,298,-1.3594450609649558
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,303,-1.2580624091431274
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,308,-1.1672050935474336
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,313,-1.0702172083857178
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,318,-0.9848458797790538
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,Cc1ccccc1,323,-0.945582073862192
<<<<<<< HEAD
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,273,-0.03213784816094736
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,278,0.04662968882162239
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,283,0.11955831411311175
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,288,0.18862792966874728
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,293,0.25940884093835026
=======
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,273,-0.0321378481609473
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,278,0.0466296888216223
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,283,0.1195583141131117
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,288,0.1886279296687472
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,293,0.2594088409383502
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,298,0.3245848356769669
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,303,0.3849213028433233
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,308,0.4295081863548844
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,313,0.4984288986432312
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,318,0.5513702305464662
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,C1CCOC1,323,0.5940172116998199
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,273,-0.7751432569475573
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,278,-0.733385681612092
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,283,-0.6899248345859084
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,288,-0.6456903601337568
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,293,-0.6013852280982207
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,298,-0.5726105935436643
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,303,-0.5221479370776158
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,308,-0.4811154845733247
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,313,-0.4426301161275017
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,318,-0.4049543441639482
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)=O,323,-0.3603732888762725
<<<<<<< HEAD
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,273,-1.2070675304879181
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,278,-1.138776173030087
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,283,-1.0763348006496918
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,288,-1.0164303005784099
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,293,-0.9530723736393173
=======
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,273,-1.207067530487918
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,278,-1.138776173030087
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,283,-1.0763348006496918
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,288,-1.01643030057841
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,293,-0.9530723736393172
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,298,-0.8883167707508179
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,303,-0.827755506987509
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,308,-0.770680727184671
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,313,-0.706588672691233
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,318,-0.6466000293026494
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CC(C)O,323,-0.5798429576927584
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,273,-1.3294060762616575
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,278,-1.2448587583419168
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,283,-1.169108540007358
<<<<<<< HEAD
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,288,-1.0897704854526253
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,293,-1.006226580399185
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,298,-0.9272199957789687
=======
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,288,-1.0897704854526251
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,293,-1.006226580399185
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,298,-0.9272199957789689
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,303,-0.8665593242549066
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,308,-0.7989845093140256
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,313,-0.7386005975934938
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,318,-0.6773173436778478
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCCO,323,-0.6203791322406591
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,273,-1.2096298411126043
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,278,-1.1559848876815038
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,283,-1.1020041390097708
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,288,-1.0538400356570368
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,293,-0.9968904302397384
<<<<<<< HEAD
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,298,-0.9389851715298557
=======
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,298,-0.9389851715298556
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,303,-0.8897954131854933
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,308,-0.8315280879118633
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,313,-0.7897563376383137
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,318,-0.7333633843530896
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCCO,323,-0.6867718352880189
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,273,-1.5263813979679786
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,278,-1.4389691270406884
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,283,-1.3652171768003802
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,288,-1.2968688264334556
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,293,-1.2307838861149685
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,298,-1.1535467729682098
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,303,-1.077110309543199
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,308,-1.000206307231081
<<<<<<< HEAD
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,313,-0.9337341726948463
=======
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,313,-0.9337341726948464
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,318,-0.8659935865316769
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCO,323,-0.7953295686109404
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,273,-0.7035387610545808
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,278,-0.6402550312195032
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,283,-0.5891953582702062
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,288,-0.5242600407749407
<<<<<<< HEAD
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,293,-0.46203756257079415
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,298,-0.4106013065259905
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,303,-0.36322381948763965
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,308,-0.3220258101015427
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,313,-0.2710348307644056
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,318,-0.23481496460836107
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,323,-0.19719026466172082
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,273,0.0007613947548167515
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,278,0.018367155984070904
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,283,0.03405270883811073
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,288,0.05255151528932699
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,293,0.06186439961300728
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,298,0.09587364939193926
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,303,0.09777854885018793
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,308,0.1113920314565673
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,313,0.12608826554990704
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,318,0.14013042549888868
=======
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,293,-0.4620375625707941
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,298,-0.4106013065259905
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,303,-0.3632238194876396
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,308,-0.3220258101015427
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,313,-0.2710348307644056
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,318,-0.234814964608361
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CCOC(C)=O,323,-0.1971902646617208
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,273,0.0007613947548167
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,278,0.0183671559840709
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,283,0.0340527088381107
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,288,0.0525515152893269
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,293,0.0618643996130072
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,298,0.0958736493919392
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,303,0.0977785488501879
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,308,0.1113920314565673
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,313,0.126088265549907
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3C(=C)CC21CC,CN(C)C=O,318,0.1401304254988886
>>>>>>> f6fd5201bcf4b9a6d9c8fc47d9deec9401da8cf7
